SYMBOL,SERIES,DATE1,PREV_CLOSE,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,AVG_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
BETA, SM, 01-Oct-2020,101,105,106.9,105,105,105.65,105.63,2400,2.54,3,2400,100
BFINVEST, EQ, 01-Oct-2020,278.9,282,284.9,272.55,277,275.4,278.31,9455,26.31,1015,2864,30.29
BFUTILITIE, EQ, 01-Oct-2020,237.5,239.95,243.95,236.25,237.65,237.55,240.13,69940,167.95,2301,24739,35.37
BGRENERGY, EQ, 01-Oct-2020,34.2,33.5,35.2,33.5,34.15,34.05,34.51,63296,21.84,671,14885,23.52
BHAGERIA, EQ, 01-Oct-2020,129.55,132.95,133.2,128.25,128.25,130.2,131.51,22088,29.05,510,14658,66.36
BHAGYANGR, EQ, 01-Oct-2020,18.5,18,18.5,17.85,18.5,18.4,18.4,15553,2.86,85,12458,80.1
BHAGYAPROP, EQ, 01-Oct-2020,22.05,21.95,22.95,21.95,22.95,22.9,22.85,5330,1.22,21,5300,99.44
BHANDARI, EQ, 01-Oct-2020,1.05,1.1,1.1,1,1.05,1.05,1.06,226297,2.39,217,208994,92.35
BHARATFORG, EQ, 01-Oct-2020,447.55,448,455.8,445.65,448,448.15,450.71,1061152,4782.73,18078,384790,36.26
BHARATGEAR, EQ, 01-Oct-2020,48.05,48.05,48.9,46.5,47.85,47.15,47.95,4561,2.19,108,3218,70.55
BHARATRAS, EQ, 01-Oct-2020,9054,9150,9199.95,9050,9084.5,9070.7,9087.62,3945,358.51,1209,2186,55.41
BHARATWIRE, EQ, 01-Oct-2020,23.55,23.6,24.7,23.6,24.55,24.6,24.25,8397,2.04,101,6556,78.08
BHARTIARTL, EQ, 01-Oct-2020,420.95,426,434.6,423.65,430.2,432.35,430.14,13344280,57399.48,140573,3957155,29.65
BHEL, EQ, 01-Oct-2020,29.25,29.7,29.9,29.2,29.65,29.6,29.55,29781189,8801.68,55382,6293064,21.13
BIGBLOC, BE, 01-Oct-2020,55.5,56,56.7,55,55,55,55.79,532,0.3,13, -, -
BIL, BE, 01-Oct-2020,159.65,155.35,163,155.25,155.25,156.35,161.72,2472,4,19, -, -
BILENERGY, EQ, 01-Oct-2020,0.75,0.8,0.8,0.7,0.75,0.75,0.75,758263,5.66,200,305056,40.23
BINDALAGRO, EQ, 01-Oct-2020,11.75,11.85,12.3,11.8,12.3,12.3,12.25,32636,4,90,31485,96.47
BIOCON, EQ, 01-Oct-2020,447.7,450.55,456.95,444.3,454,452.65,451.21,2796965,12620.29,32872,339472,12.14
BIOFILCHEM, BE, 01-Oct-2020,54.35,56,57.05,52.45,57.05,57.05,56.29,160649,90.43,1473, -, -
BIRLACABLE, EQ, 01-Oct-2020,51.8,52,53.25,51.3,51.35,51.75,52.33,23989,12.55,437,11234,46.83
BIRLACORPN, EQ, 01-Oct-2020,666.1,672,697,658,665,663,669.95,67164,449.96,3687,18714,27.86
BIRLAMONEY, EQ, 01-Oct-2020,39.45,39.8,45.1,39.5,43,43.7,43.4,2089277,906.74,10078,720851,34.5
BIRLATYRE, EQ, 01-Oct-2020,20.35,21.15,21.35,20,21,20.85,20.72,282358,58.5,1631,129467,45.85
BKMINDST, EQ, 01-Oct-2020,1,1,1,0.95,0.95,0.95,1,94598,0.94,28,87512,92.51
BLBLIMITED, BE, 01-Oct-2020,5.6,5.4,5.8,5.4,5.8,5.8,5.45,1034,0.06,9, -, -
BLISSGVS, EQ, 01-Oct-2020,170.2,171.5,181.1,169.65,176,176.35,175.91,1159816,2040.22,14467,235299,20.29
BLKASHYAP, BE, 01-Oct-2020,6.6,6.6,6.85,6.5,6.5,6.5,6.61,122893,8.12,93, -, -
BLS, EQ, 01-Oct-2020,88.3,88.8,92.7,83.95,85.25,84.95,87,62525,54.39,698,43376,69.37
BLUEDART, EQ, 01-Oct-2020,3173.35,3179,3345,3140,3240,3245.65,3254.95,114869,3738.93,18287,35048,30.51
BLUESTARCO, EQ, 01-Oct-2020,641.15,644,649,637,639.9,639.45,642.64,33962,218.25,4480,19018,56
BODALCHEM, EQ, 01-Oct-2020,66.3,66.85,68.25,66.1,66.4,66.5,67.21,348019,233.91,2188,125578,36.08
BOMDYEING, EQ, 01-Oct-2020,62.95,63.7,64.4,63.35,63.75,63.8,63.77,603192,384.67,3218,163305,27.07
BOROLTD, BE, 01-Oct-2020,148,151,153,145.1,150,149.55,149.26,14499,21.64,202, -, -
BORORENEW, EQ, 01-Oct-2020,72.95,73.25,74.6,72.65,72.85,72.9,73.54,65799,48.39,910,35229,53.54
BOSCHLTD, EQ, 01-Oct-2020,13730.05,13760.3,14045.45,13460.8,13598,13551.5,13779.22,39876,5494.6,9751,5730,14.37
BPCL, EQ, 01-Oct-2020,353.05,358,361.55,347.5,352.4,353.3,354.03,16212565,57397.7,164177,1781969,10.99
BPL, EQ, 01-Oct-2020,18.3,18.9,19.2,18.6,19.2,19.1,19.14,68741,13.16,378,54919,79.89
BRFL, BE, 01-Oct-2020,10.2,10.4,10.6,9.7,9.75,9.85,10.07,21642,2.18,120, -, -
BRIGADE, EQ, 01-Oct-2020,162.9,163.2,169,163.2,168.5,167.85,166.22,79930,132.86,3178,44144,55.23
BRIGHT, SM, 01-Oct-2020,7.35,7,7.7,7,7.6,7.6,7.19,21000,1.51,6,15000,71.43
BRITANNIA, EQ, 01-Oct-2020,3798.15,3820,3827.95,3762,3810,3808.6,3790.49,336322,12748.26,29356,85639,25.46
BRITANNIA, N2, 01-Oct-2020,31.69,31.7,31.98,31.61,31.75,31.83,31.78,2251,0.72,52,1545,68.64
BRNL, EQ, 01-Oct-2020,30.8,31.35,31.4,30.55,30.9,30.65,30.77,8306,2.56,144,4155,50.02
BROOKS, EQ, 01-Oct-2020,65.2,61.95,61.95,61.95,61.95,61.95,61.95,28334,17.55,174,28315,99.93
BSE, EQ, 01-Oct-2020,545.75,549.9,553.25,540,541.25,542.2,547.74,181571,994.54,7455,79363,43.71
BSELINFRA, EQ, 01-Oct-2020,1.05,1.1,1.1,1.05,1.1,1.1,1.09,89101,0.97,66,67275,75.5
BSHSL, SM, 01-Oct-2020,94,90,90,90,90,90,90,1600,1.44,1,1600,100
BSL, EQ, 01-Oct-2020,25.2,24.55,25.75,24.55,25.55,25.3,25.32,3258,0.83,75,2468,75.75
BSLGOLDETF, EQ, 01-Oct-2020,4666.6,4666,4666,4602,4629,4636.25,4634.8,63,2.92,33,45,71.43
BSLNIFTY, EQ, 01-Oct-2020,123.55,123.55,125.34,123.55,124.6,124.6,124.91,105,0.13,10,58,55.24
BSOFT, EQ, 01-Oct-2020,195.2,198.7,198.7,193.05,194.65,194.55,195.53,694744,1358.43,8184,217990,31.38
BURNPUR, EQ, 01-Oct-2020,1.4,1.4,1.45,1.35,1.45,1.4,1.4,30566,0.43,98,30526,99.87
BUTTERFLY, BE, 01-Oct-2020,284,292.1,294.1,284,285,287.9,288.84,48439,139.91,573, -, -
BVCL, BE, 01-Oct-2020,13.8,13.5,13.5,13.3,13.3,13.3,13.47,812,0.11,7, -, -
BYKE, EQ, 01-Oct-2020,13.4,13.5,14.5,13.3,13.7,13.75,13.79,30074,4.15,174,18251,60.69
CADILAHC, EQ, 01-Oct-2020,395.05,398.65,402.2,390.75,398.7,398.25,397.15,4531721,17997.74,40912,497037,10.97
CADSYS, SM, 01-Oct-2020,22.8,22.5,22.5,22.5,22.5,22.5,22.5,4000,0.9,2,4000,100
CALSOFT, BE, 01-Oct-2020,8,7.75,7.75,7.6,7.6,7.6,7.61,1070,0.08,8, -, -
CAMLINFINE, EQ, 01-Oct-2020,114.75,118,120.45,111.1,113.4,112.9,117.23,1211776,1420.57,8367,675047,55.71
CANBK, EQ, 01-Oct-2020,88.85,89,92.05,89,89.5,89.7,90.33,6871468,6207.13,27157,886913,12.91
CANDC, BZ, 01-Oct-2020,2.2,2.3,2.3,2.3,2.3,2.3,2.3,3717,0.09,6, -, -
CANFINHOME, EQ, 01-Oct-2020,415.75,417.85,432,412.2,415.5,416.45,422.77,2686213,11356.39,8980,2495073,92.88
CANTABIL, EQ, 01-Oct-2020,324.35,329.65,330.4,320.8,321.2,322.3,326.47,112689,367.89,2264,29228,25.94
CAPACITE, EQ, 01-Oct-2020,118.35,119.85,121.6,118.4,119.1,119.5,119.79,17450,20.9,528,9977,57.17
CAPLIPOINT, EQ, 01-Oct-2020,553.65,555.05,563,549.05,555.1,556.45,557.53,126349,704.44,5328,60675,48.02
CAPTRUST, EQ, 01-Oct-2020,58.2,59.95,59.95,58.35,58.5,58.5,58.94,1379,0.81,53,837,60.7
CARBORUNIV, EQ, 01-Oct-2020,269.25,272.2,275.55,262.55,263.5,264.15,268.63,129716,348.45,5119,61719,47.58
CAREERP, EQ, 01-Oct-2020,171.15,173.35,173.35,166,169.7,168.9,169.96,25179,42.8,1016,10919,43.37
CARERATING, EQ, 01-Oct-2020,349.4,351.15,356.1,350.15,353,352.6,353.72,62476,220.99,4490,40268,64.45
CASTEXTECH, BE, 01-Oct-2020,0.25,0.3,0.3,0.2,0.3,0.3,0.27,35664,0.1,28, -, -
CASTROLIND, EQ, 01-Oct-2020,109.35,109.8,110.7,109.35,109.85,109.9,109.9,651777,716.31,5259,428198,65.7
CCHHL, EQ, 01-Oct-2020,2.85,2.95,2.95,2.8,2.95,2.9,2.85,32220,0.92,56,16532,51.31
CCL, EQ, 01-Oct-2020,265.6,267.5,277.1,265.25,269.5,269.4,271.16,215470,584.27,9143,90797,42.14
CDSL, EQ, 01-Oct-2020,482.55,487,493.6,481.55,484,484.95,487.82,1015546,4954.05,21254,191408,18.85
CEATLTD, EQ, 01-Oct-2020,999.2,1006.3,1013.5,990,1000.6,1001,999.78,90256,902.37,4064,27091,30.02
CEBBCO, EQ, 01-Oct-2020,15.45,15.45,16,15,15.7,15.7,15.56,41829,6.51,143,36877,88.16
CELEBRITY, EQ, 01-Oct-2020,4.5,4.6,4.95,4.4,4.85,4.75,4.71,92019,4.33,230,58161,63.21
CENTENKA, EQ, 01-Oct-2020,172.4,173.25,179.8,170.3,178,176.35,174.93,33230,58.13,961,19383,58.33
CENTEXT, EQ, 01-Oct-2020,3.35,3.45,3.5,3.3,3.3,3.3,3.4,66697,2.27,125,48132,72.17
CENTRALBK, EQ, 01-Oct-2020,14.3,14.6,14.65,13.8,14,14,14.21,2940204,417.89,6025,1980452,67.36
CENTRUM, EQ, 01-Oct-2020,16.4,16.2,16.35,15.75,15.95,15.9,16.04,38134,6.12,314,19158,50.24
CENTUM, EQ, 01-Oct-2020,303.8,305,309,299,301.85,301.7,302.09,10496,31.71,298,8661,82.52
CENTURYPLY, EQ, 01-Oct-2020,162.3,163.9,169.55,162.1,163.35,163.3,166.05,114078,189.43,2163,32313,28.33
CENTURYTEX, EQ, 01-Oct-2020,331.55,337,342,332.05,334,334.7,336.77,716814,2414.05,11577,153325,21.39
CERA, EQ, 01-Oct-2020,2325.4,2348,2444,2310,2370,2409.85,2374.84,4477,106.32,743,2939,65.65
CEREBRAINT, EQ, 01-Oct-2020,28.85,28.75,29.2,28.05,28.05,28.25,28.36,100541,28.52,366,64733,64.38
CESC, EQ, 01-Oct-2020,614,623.95,624,610,618.2,619.15,618.82,118185,731.35,3449,23099,19.54
CESCVENT, EQ, 01-Oct-2020,228.2,231.9,235.5,229.85,231.25,230.6,232.08,27854,64.64,872,17957,64.47
CGCL, EQ, 01-Oct-2020,235.65,236.8,237,229.3,234.95,234.3,233.97,56295,131.71,4152,12946,23
CGPOWER, EQ, 01-Oct-2020,23.95,24.6,25,24.1,24.75,24.55,24.68,3483175,859.75,4215,2362142,67.82
CHALET, EQ, 01-Oct-2020,138.35,141.4,149.75,141.4,145.4,145.1,145.73,353940,515.8,5231,136454,38.55
CHAMBLFERT, EQ, 01-Oct-2020,157.8,160,161.9,159.1,161.2,161.05,160.6,1013993,1628.42,13955,585040,57.7
CHEMBOND, EQ, 01-Oct-2020,153.05,157,159.9,152.55,152.7,153.95,155.65,13719,21.35,554,6373,46.45
CHEMCON, EQ, 01-Oct-2020,340,731,731.25,584.8,584.8,584.8,632.29,15779162,99770.63,588829,5285378,33.5
CHEMFAB, EQ, 01-Oct-2020,137.65,139.05,144,138.15,144,143.25,142.38,7786,11.09,138,4989,64.08
CHENNPETRO, EQ, 01-Oct-2020,68.95,69.6,70.1,69,69.65,69.75,69.72,232927,162.39,1461,88650,38.06
CHOLAFIN, EQ, 01-Oct-2020,249.15,250.3,260,249.95,256.8,257.5,257.09,6258481,16089.88,59263,1121210,17.92
CHOLAHLDNG, EQ, 01-Oct-2020,393.7,395.05,409.65,393.65,399.45,398.55,398.98,23330,93.08,919,17266,74.01
CHROMATIC, BE, 01-Oct-2020,0.75,0.75,0.75,0.7,0.75,0.7,0.71,10991,0.08,17, -, -
CIGNITITEC, EQ, 01-Oct-2020,414.75,418,430,418,421.2,422.85,424.07,130896,555.08,2317,98730,75.43
CIMMCO, EQ, 01-Oct-2020,20.9,21,21.25,20.25,20.35,20.4,20.7,10676,2.21,135,8453,79.18
CINELINE, EQ, 01-Oct-2020,27.2,29.5,31.8,29,30.55,30.8,30.5,890559,271.59,5216,171530,19.26
CINEVISTA, BE, 01-Oct-2020,5.8,6,6.05,6,6.05,6.05,6,5142,0.31,7, -, -
CIPLA, EQ, 01-Oct-2020,774.7,779.8,781,765.75,775.8,773,773.21,5852563,45252.51,74871,422537,7.22
CKPLEISURE, SM, 01-Oct-2020,3.25,3.25,3.4,3.25,3.4,3.4,3.33,8000,0.27,2,8000,100
CLEDUCATE, BE, 01-Oct-2020,72.15,72.15,73.5,68.6,71.85,71.75,70.98,11918,8.46,125, -, -
CLNINDIA, EQ, 01-Oct-2020,331.6,335.05,336,330.05,331.05,334.8,334.24,20341,67.99,1118,8807,43.3
CMICABLES, EQ, 01-Oct-2020,33.8,34.95,34.95,33.4,34.45,33.95,33.9,14172,4.8,160,9342,65.92
CNOVAPETRO, EQ, 01-Oct-2020,6,5.8,5.9,5.75,5.8,5.85,5.8,426,0.02,8,380,89.2
COALINDIA, EQ, 01-Oct-2020,116,117.1,119.7,116.35,117,117.25,117.73,9963716,11730.43,48247,1775468,17.82
COCHINSHIP, EQ, 01-Oct-2020,336.55,339.9,341.9,337.1,339.1,340.05,340.03,482134,1639.39,6966,328039,68.04
COFORGE, EQ, 01-Oct-2020,2322.2,2338,2356,2305,2335.7,2335.8,2333.06,305728,7132.81,28709,68652,22.46
COLPAL, EQ, 01-Oct-2020,1433.5,1445,1448,1416.05,1441,1440,1434.63,657162,9427.85,23192,180984,27.54
COMPINFO, EQ, 01-Oct-2020,16.3,16.7,16.7,15.2,15.5,15.5,15.79,192349,30.38,651,88580,46.05
COMPUSOFT, EQ, 01-Oct-2020,7.8,8,8,7.55,7.6,7.7,7.79,28108,2.19,147,18034,64.16
CONCOR, EQ, 01-Oct-2020,364.95,367,369.55,355.3,356.2,356.25,360.72,2242161,8087.94,34685,948254,42.29
CONFIPET, EQ, 01-Oct-2020,21.3,21.5,21.5,20.5,21,21.15,21.14,149142,31.53,764,93467,62.67
CONSOFINVT, EQ, 01-Oct-2020,31.4,31.75,33,31.75,33,32.7,32.29,1879,0.61,12,1879,100
CONTI, SM, 01-Oct-2020,12.6,12,12,12,12,12,12,46662,5.6,14,46662,100
CONTROLPR, EQ, 01-Oct-2020,232.95,239.95,239.95,228,228,229.3,231.43,5286,12.23,406,3668,69.39
CORALFINAC, EQ, 01-Oct-2020,20.95,21.8,21.8,20.2,20.4,20.65,20.86,11815,2.46,126,7942,67.22
CORDSCABLE, EQ, 01-Oct-2020,38.4,38.35,42.6,37.6,41.3,41.25,39.8,43021,17.12,576,24954,58
COROMANDEL, EQ, 01-Oct-2020,772.85,784,801.9,780.5,793.35,792.8,792.62,218081,1728.56,10086,81057,37.17
COSMOFILMS, EQ, 01-Oct-2020,409.65,413,417.7,410.45,414,413.6,414.23,15431,63.92,977,7751,50.23
COUNCODOS, EQ, 01-Oct-2020,1.1,1.15,1.2,1.1,1.15,1.15,1.16,22311,0.26,35,21100,94.57
COX&KINGS, BZ, 01-Oct-2020,1.35,1.4,1.4,1.4,1.4,1.4,1.4,46996,0.66,49, -, -
CPSEETF, EQ, 01-Oct-2020,16.43,16.45,16.55,16.41,16.5,16.47,16.47,359941,59.3,1761,251731,69.94
CREATIVE, EQ, 01-Oct-2020,119.2,122.9,122.9,118.1,121,120.9,121.13,12919,15.65,117,1220,9.44
CREATIVEYE, BE, 01-Oct-2020,3.7,3.55,3.55,3.55,3.55,3.55,3.55,8757,0.31,21, -, -
CREDITACC, EQ, 01-Oct-2020,742.85,748.35,763.55,734.05,739.95,739.1,750.43,93001,697.91,7535,36774,39.54
CREST, EQ, 01-Oct-2020,81.65,78.55,88.45,78.55,86.85,88.3,85.45,23232,19.85,454,9762,42.02
CRISIL, EQ, 01-Oct-2020,1780.3,1788.7,1824.95,1786.65,1800,1799.55,1804.15,10289,185.63,2180,6385,62.06
CROMPTON, EQ, 01-Oct-2020,292.35,295,300.5,285.5,290.05,289.65,291.15,1354698,3944.22,33137,901154,66.52
CSBBANK, EQ, 01-Oct-2020,226.35,229.95,236.55,228.05,230.8,231.4,232.98,180251,419.95,5412,75945,42.13
CTE, EQ, 01-Oct-2020,24.1,23.1,25.3,23.1,25.3,25.15,24.83,10295,2.56,126,8429,81.87
CUB, EQ, 01-Oct-2020,139.75,141,142.7,140.2,141,141.45,141.5,728744,1031.14,6975,349509,47.96
CUBEXTUB, EQ, 01-Oct-2020,11.05,11.05,11.95,10.9,11.85,11.8,11.73,4212,0.49,87,2350,55.79
CUMMINSIND, EQ, 01-Oct-2020,445.2,446.65,458.3,446.6,449,447.9,453.14,1204806,5459.51,21319,194417,16.14
CUPID, EQ, 01-Oct-2020,216.6,218.95,222.65,217.6,219,219.4,219.6,36435,80.01,1613,16104,44.2
CYBERTECH, EQ, 01-Oct-2020,60.5,60.6,62.45,60.5,61,60.8,61.07,62500,38.17,697,34110,54.58
CYIENT, EQ, 01-Oct-2020,383.5,388.9,390,377.75,380.4,379.1,382.8,310215,1187.52,23646,169143,54.52
DAAWAT, EQ, 01-Oct-2020,54.15,55,55.85,53.55,54.3,54.55,54.97,2476057,1361.06,11152,739235,29.86
DABUR, EQ, 01-Oct-2020,510.55,515.75,517.4,510.4,513.7,513.8,514.07,3703690,19039.61,60938,911468,24.61
DALBHARAT, EQ, 01-Oct-2020,781.45,781.45,796,768.05,769.1,772.2,783.01,82092,642.79,5134,60147,73.27
DALMIASUG, EQ, 01-Oct-2020,128.65,129.8,129.95,127.6,128.25,128,128.61,32114,41.3,643,15343,47.78
DAMODARIND, EQ, 01-Oct-2020,24,24.45,24.45,23.15,23.6,23.55,23.46,1278,0.3,27,992,77.62
DATAMATICS, EQ, 01-Oct-2020,76.05,76.05,79.75,76.05,77.35,76.85,76.98,56508,43.5,987,27978,49.51
DBCORP, EQ, 01-Oct-2020,77.95,79.4,83.15,78.75,79.8,79.55,81.24,594126,482.65,5848,145548,24.5
DBL, EQ, 01-Oct-2020,335.55,339.9,339.9,330.5,333.45,334,335.63,93270,313.04,4249,49545,53.12
DBREALTY, EQ, 01-Oct-2020,6.55,6.6,6.65,6.45,6.6,6.6,6.55,68842,4.51,291,52745,76.62
DBSTOCKBRO, EQ, 01-Oct-2020,8.75,8.75,9.1,8.35,8.75,8.75,8.67,316,0.03,11,304,96.2
DCAL, EQ, 01-Oct-2020,156.9,159.95,164.7,153.6,164.7,163.6,161.19,544717,878.03,8052,262439,48.18
DCBBANK, EQ, 01-Oct-2020,78.3,79.4,80.75,78.3,79.75,79.8,80,1071526,857.19,11257,499573,46.62
DCM, EQ, 01-Oct-2020,19.9,20,20.6,19,20.25,19.95,20.05,19069,3.82,204,8221,43.11
DCMNVL, EQ, 01-Oct-2020,25.75,25,25.9,24.3,25.5,25.4,25.12,10874,2.73,124,4739,43.58
DCMSHRIRAM, EQ, 01-Oct-2020,363.5,365.35,368.85,361.45,365,366,365.56,28456,104.02,1473,17441,61.29
DCW, EQ, 01-Oct-2020,15.1,15.25,16.25,15.15,15.35,15.4,15.69,1363918,214.02,2824,434232,31.84
DECCANCE, EQ, 01-Oct-2020,285.6,285.2,289.5,282.55,286.5,285.6,285.48,17426,49.75,751,11479,65.87
DEEPAK-RE, BE, 01-Oct-2020,17,19.75,19.75,15.4,16.4,16.35,16.97,176215,29.9,1460, -, -
DEEPAKFERT, EQ, 01-Oct-2020,152.45,157.9,157.9,153.15,153.5,154.05,155.11,371368,576.04,5671,91214,24.56
DEEPAKNTR, EQ, 01-Oct-2020,821.2,829,833.9,815,820,819.4,824.43,570174,4700.69,23530,174430,30.59
DEEPENR, EQ, 01-Oct-2020,67.45,67.45,69.75,64.65,68,67.9,67.04,10065,6.75,217,5210,51.76
DELTACORP, EQ, 01-Oct-2020,110.55,112.05,116.4,111.55,114.55,114.85,114.52,1885508,2159.38,13597,830748,44.06
DELTAMAGNT, EQ, 01-Oct-2020,19.35,18.65,19.45,18.45,18.6,18.6,18.71,3487,0.65,34,1961,56.24
DEN, EQ, 01-Oct-2020,71.7,73.1,74.9,71.55,72,72.1,72.82,64187,46.74,890,27653,43.08
DENORA, EQ, 01-Oct-2020,215.6,213.4,217.05,213.4,215.4,215.75,215.8,2589,5.59,71,2381,91.97
DEVIT, SM, 01-Oct-2020,128,128.2,128.2,128.2,128.2,128.2,128.2,1500,1.92,1,1500,100
DFMFOODS, EQ, 01-Oct-2020,342.2,352,352,342.2,347.1,347.7,346.01,18563,64.23,981,10391,55.98
DGCONTENT, BE, 01-Oct-2020,14.15,14.85,14.85,13.7,13.75,13.95,14.66,23511,3.45,102, -, -
DHAMPURSUG, EQ, 01-Oct-2020,140.55,141,142.9,137.25,140.05,139.9,139.68,411389,574.64,4575,150214,36.51
DHANBANK, EQ, 01-Oct-2020,12.3,12.5,12.55,12.35,12.4,12.4,12.41,385738,47.89,820,253547,65.73
DHANILOANS, N1, 01-Oct-2020,1019.9,1002.01,1002.01,1002.01,1002.01,1002.01,1002.01,50,0.5,1,50,100
DHANILOANS, N2, 01-Oct-2020,1124.99,1125,1125,1100,1110,1110,1105.69,630,6.97,50,621,98.57
DHANILOANS, N4, 01-Oct-2020,941,941,941,941,941,941,941,26,0.24,1,26,100
DHANILOANS, N8, 01-Oct-2020,990,901.05,901.05,901.05,901.05,901.05,901.05,5,0.05,1,5,100
DHANILOANS, NB, 01-Oct-2020,951,1080,1080,1080,1080,1080,1080,2,0.02,1,2,100
DHANUKA, EQ, 01-Oct-2020,751.25,754,766.8,744,760.75,760.6,758.84,64061,486.12,5332,30527,47.65
DHARSUGAR, EQ, 01-Oct-2020,4.3,4.5,4.5,4.2,4.25,4.25,4.3,857,0.04,15,645,75.26
DHFL, EQ, 01-Oct-2020,12.85,12.9,13.1,12.65,12.8,12.75,12.81,353075,45.23,1231,222311,62.96
DHFL, N4, 01-Oct-2020,323.5,275.5,275.5,270,270,270,273.67,15,0.04,2,15,100
DHFL, N6, 01-Oct-2020,271.41,270.06,275,250,250,251.96,261.53,601,1.57,23,551,91.68
DHFL, NA, 01-Oct-2020,300,300,300,300,300,300,300,11,0.03,1,11,100
DHFL, NP, 01-Oct-2020,293.11,298,298,250.5,253,258.08,265.55,7949,21.11,139,6356,79.96
DHFL, NQ, 01-Oct-2020,238.56,267.8,267.8,235,235,235.98,237.91,2471,5.88,14,2470,99.96
DHFL, NS, 01-Oct-2020,273.18,294.99,294.99,280,280,280,287.5,2,0.01,2,1,50
DHFL, NU, 01-Oct-2020,301.7,265,265,265,265,265,265,175,0.46,2,175,100
DHFL, NX, 01-Oct-2020,257.88,274,275,274,275,275,274.47,95,0.26,2,95,100
DHFL, NY, 01-Oct-2020,310,250,250,250,250,250,250,50,0.13,1,50,100
DHFL, Y1, 01-Oct-2020,283.8,283.8,283.8,250,250,250,251.91,53,0.13,2,53,100
DHUNINV, EQ, 01-Oct-2020,212.75,215.05,221.7,212.55,214.9,214.85,216.61,518,1.12,84,288,55.6
DIAMONDYD, EQ, 01-Oct-2020,603.1,614,614,595.05,605.95,603.2,603.31,2612,15.76,371,1403,53.71
DIAPOWER, BZ, 01-Oct-2020,0.75,0.75,0.75,0.75,0.75,0.75,0.75,1009766,7.57,15, -, -
DICIND, EQ, 01-Oct-2020,385.9,385.5,385.55,373.05,374,376.65,380.85,1444,5.5,194,940,65.1
DIGISPICE, EQ, 01-Oct-2020,7.55,7.85,7.85,7.35,7.5,7.5,7.53,1715,0.13,29,929,54.17
DIGJAMLTD, BZ, 01-Oct-2020,2.8,2.7,2.9,2.7,2.9,2.9,2.86,50991,1.46,37, -, -
DISHTV, EQ, 01-Oct-2020,13.55,13.55,14.15,13.5,14.05,14.05,13.98,5500060,768.71,5497,4027553,73.23
DIVISLAB, EQ, 01-Oct-2020,3047.95,3060,3097.7,3052.15,3068.05,3064.9,3073.29,740847,22768.34,36365,128328,17.32
DIXON, EQ, 01-Oct-2020,8762.05,9026,9140,8763.75,8805,8850.2,8914.51,18506,1649.72,6386,8686,46.94
DLF, EQ, 01-Oct-2020,152.65,153.5,158.7,153.5,155.65,155.9,156.25,9336209,14588.11,54439,753270,8.07
DLINKINDIA, EQ, 01-Oct-2020,103.8,104.65,105.8,102.6,103.55,103.3,104.2,122902,128.07,2111,58456,47.56
DMART, EQ, 01-Oct-2020,2203.15,2210,2242,2171.1,2175,2184.8,2205.22,551443,12160.51,34328,206094,37.37
DNAMEDIA, EQ, 01-Oct-2020,0.55,0.55,0.55,0.5,0.55,0.55,0.52,15379,0.08,27,14879,96.75
DOLAT, EQ, 01-Oct-2020,50.6,51.5,51.9,50.5,51.15,51.15,51.14,37049,18.95,408,24926,67.28
DOLLAR, EQ, 01-Oct-2020,138.2,141.25,144.75,140.2,143.65,143.7,143.16,62551,89.55,1459,40806,65.24
DONEAR, EQ, 01-Oct-2020,25.7,26.35,27.15,25.75,26.25,26.3,26.49,46822,12.4,454,15928,34.02
DPABHUSHAN, SM, 01-Oct-2020,91.75,93.25,95,89.3,89.3,89.3,92.92,48000,44.6,12,40000,83.33
DPSCLTD, EQ, 01-Oct-2020,13.85,14.3,14.3,13,14.05,13.85,13.8,18158,2.51,103,15550,85.64
DPWIRES, EQ, 01-Oct-2020,59.95,62.2,62.35,58.7,58.85,58.85,59.3,154,0.09,15,134,87.01
DQE, EQ, 01-Oct-2020,1.25,1.3,1.3,1.2,1.3,1.25,1.28,57294,0.73,34,56689,98.94
DREDGECORP, EQ, 01-Oct-2020,260.55,262.9,265,260,261,261.65,262.57,31359,82.34,1038,13218,42.15
DRREDDY, EQ, 01-Oct-2020,5187.8,5225,5256,5088.4,5120,5112.05,5148.28,2277137,117233.46,110187,194522,8.54
DRSDILIP, SM, 01-Oct-2020,70.5,71,71,71,71,71,71,12800,9.09,2,12800,100
DSSL, EQ, 01-Oct-2020,29.5,30.7,30.7,29.5,29.7,29.75,30.13,3309,1,28,2137,64.58
DTIL, EQ, 01-Oct-2020,259.65,262,264.95,255,259,257.3,260.11,2640,6.87,145,1955,74.05
DUCON, EQ, 01-Oct-2020,3.75,3.75,3.9,3.65,3.7,3.7,3.73,27541,1.03,47,23908,86.81
DVL, BE, 01-Oct-2020,53.05,53.5,54.7,52.15,53.5,53.5,53.46,4075,2.18,43, -, -
DWARKESH, EQ, 01-Oct-2020,27.95,28.05,28.3,27.25,27.65,27.55,27.78,246254,68.41,1012,134376,54.57
DYNAMATECH, EQ, 01-Oct-2020,707.2,716.95,720,707.6,710,708.7,711.45,5476,38.96,548,4296,78.45
